IDOC_NUMBER,MESTYP,DIRECTION,PARTNER_SYSTEM,STATUS_CODE,STATUS_DESC,ROOT_CAUSE,RESOLUTION,TIMESTAMP,RESOLVED_FLAG
0600000474,ORDRSP,OUTBOUND,LEGACY_MAINFRAME,51,Application document not posted,Data inconsistency in target application (e.g. missing customer/material master record),Check IDoc segment data in WE02/WE05; verify referenced master data exists; reprocess via BD87,2026-04-23 16:53:33.911522,True
0600000640,DEBMAS,OUTBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-04-23 21:55:33.911522,True
0600000413,ORDERS,OUTBOUND,LEGACY_MAINFRAME,26,Error during syntax check of IDoc (outbound),IDoc structure does not match the basic type definition (missing mandatory segment),Compare IDoc type (WE30) against generated data; check segment release/version,2026-04-24 02:06:33.911522,True
0600000746,ORDRSP,INBOUND,BTP_INTEGRATION_SUITE,20,Error passing data to port,Communication channel (RFC destination / file port) unreachable or misconfigured,Test RFC destination in SM59; verify port definition in WE21; check target system availability,2026-04-24 06:01:33.911522,False
0600000646,CREMAS,INBOUND,WMS_MANHATTAN,26,Error during syntax check of IDoc (outbound),IDoc structure does not match the basic type definition (missing mandatory segment),Compare IDoc type (WE30) against generated data; check segment release/version,2026-04-24 06:49:33.911522,True
0600000717,DESADV,INBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-04-24 08:47:33.911522,True
0600000385,WMMBXY,INBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-04-24 10:29:33.911522,True
0600000066,INVOIC,OUTBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-04-24 11:37:33.911522,True
0600000585,CREMAS,OUTBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-04-25 16:27:33.911522,True
0600000537,DESADV,OUTBOUND,CRM_SFDC,53,Application document posted,,,2026-04-25 17:02:33.911522,True
0600000520,INVOIC,INBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-04-25 17:04:33.911522,True
0600000173,DEBMAS,INBOUND,B2B_VAN_SPS,53,Application document posted,,,2026-04-25 21:37:33.911522,True
0600000221,INVOIC,INBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-04-25 22:33:33.911522,True
0600000327,INVOIC,OUTBOUND,B2B_VAN_SPS,53,Application document posted,,,2026-04-25 23:43:33.911522,True
0600000694,ORDRSP,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-04-26 03:14:33.911522,True
0600000406,WMMBXY,INBOUND,EDI_GATEWAY,53,Application document posted,,,2026-04-26 09:45:33.911522,True
0600000229,DEBMAS,INBOUND,CRM_SFDC,Duplicate,Duplicate IDoc detected for same business document,"Sender retried after a timeout without receiving acknowledgment, or interface lacks idempotency key",Implement duplicate-check logic on the natural key (PO/order number) before posting; enable IDoc duplicate check in partner profile,2026-04-26 11:43:33.911522,False
0600000471,MATMAS,INBOUND,LEGACY_MAINFRAME,02,"Error passing data to port (outbound, dispatch)",tRFC queue stuck or destination system down at dispatch time,Check tRFC monitor (SM58); reprocess stuck LUWs; confirm target availability,2026-04-26 18:47:33.911522,True
0600000531,ORDERS,INBOUND,3PL_PROVIDER,53,Application document posted,,,2026-04-27 02:46:33.911522,True
0600000524,CREMAS,OUTBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-04-27 05:02:33.911522,True
0600000338,CREMAS,INBOUND,CRM_SFDC,53,Application document posted,,,2026-04-27 08:19:33.911522,True
0600000465,CREMAS,INBOUND,ARIBA_NETWORK,26,Error during syntax check of IDoc (outbound),IDoc structure does not match the basic type definition (missing mandatory segment),Compare IDoc type (WE30) against generated data; check segment release/version,2026-04-27 23:43:33.911522,False
0600000786,ORDERS,INBOUND,3PL_PROVIDER,26,Error during syntax check of IDoc (outbound),IDoc structure does not match the basic type definition (missing mandatory segment),Compare IDoc type (WE30) against generated data; check segment release/version,2026-04-28 06:16:33.911522,True
0600000151,DESADV,OUTBOUND,CRM_SFDC,02,"Error passing data to port (outbound, dispatch)",tRFC queue stuck or destination system down at dispatch time,Check tRFC monitor (SM58); reprocess stuck LUWs; confirm target availability,2026-04-28 11:26:33.911522,False
0600000141,CREMAS,OUTBOUND,CRM_SFDC,53,Application document posted,,,2026-04-28 12:16:33.911522,True
0600000370,ORDRSP,INBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-04-29 01:16:33.911522,True
0600000783,CREMAS,OUTBOUND,LEGACY_MAINFRAME,51,Application document not posted,Data inconsistency in target application (e.g. missing customer/material master record),Check IDoc segment data in WE02/WE05; verify referenced master data exists; reprocess via BD87,2026-04-29 01:29:33.911522,False
0600000684,INVOIC,INBOUND,3PL_PROVIDER,53,Application document posted,,,2026-04-29 07:46:33.911522,True
0600000079,ORDRSP,INBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-04-29 20:20:33.911522,True
0600000618,WMMBXY,INBOUND,EDI_GATEWAY,53,Application document posted,,,2026-04-30 02:18:33.911522,True
0600000147,ORDERS,OUTBOUND,CRM_SFDC,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-04-30 02:49:33.911522,False
0600000725,INVOIC,OUTBOUND,EDI_GATEWAY,56,IDoc with errors added,Syntax or structural error while adding the IDoc to the database,Review IDoc control record and segment structure against the message type definition; check partner profile (WE20),2026-04-30 06:52:33.911522,True
0600000231,DEBMAS,OUTBOUND,3PL_PROVIDER,53,Application document posted,,,2026-04-30 08:24:33.911522,True
0600000097,DEBMAS,OUTBOUND,ARIBA_NETWORK,51,Application document not posted,Data inconsistency in target application (e.g. missing customer/material master record),Check IDoc segment data in WE02/WE05; verify referenced master data exists; reprocess via BD87,2026-05-01 01:34:33.911522,False
0600000442,INVOIC,INBOUND,EDI_GATEWAY,53,Application document posted,,,2026-05-01 03:11:33.911522,True
0600000479,ORDRSP,OUTBOUND,3PL_PROVIDER,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-05-01 03:51:33.911522,True
0600000305,WMMBXY,OUTBOUND,B2B_VAN_SPS,68,Error - no further processing,A custom exit or user-status routine explicitly stopped processing,Debug the associated function module / process code in WE42; check custom Z-exits,2026-05-01 06:28:33.911522,True
0600000649,DESADV,INBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-05-01 18:52:33.911522,True
0600000034,DESADV,OUTBOUND,3PL_PROVIDER,53,Application document posted,,,2026-05-01 21:23:33.911522,True
0600000596,INVOIC,INBOUND,B2B_VAN_SPS,20,Error passing data to port,Communication channel (RFC destination / file port) unreachable or misconfigured,Test RFC destination in SM59; verify port definition in WE21; check target system availability,2026-05-02 05:05:33.911522,True
0600000347,CREMAS,INBOUND,EDI_GATEWAY,53,Application document posted,,,2026-05-02 14:55:33.911522,True
0600000696,DEBMAS,INBOUND,CRM_SFDC,53,Application document posted,,,2026-05-02 18:36:33.911522,True
0600000171,WMMBXY,OUTBOUND,BTP_INTEGRATION_SUITE,Duplicate,Duplicate IDoc detected for same business document,"Sender retried after a timeout without receiving acknowledgment, or interface lacks idempotency key",Implement duplicate-check logic on the natural key (PO/order number) before posting; enable IDoc duplicate check in partner profile,2026-05-03 05:52:33.911522,True
0600000511,MATMAS,INBOUND,CRM_SFDC,53,Application document posted,,,2026-05-03 12:39:33.911522,True
0600000367,ORDERS,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-03 14:32:33.911522,True
0600000720,DEBMAS,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-03 19:24:33.911522,True
0600000677,ORDRSP,INBOUND,3PL_PROVIDER,20,Error passing data to port,Communication channel (RFC destination / file port) unreachable or misconfigured,Test RFC destination in SM59; verify port definition in WE21; check target system availability,2026-05-03 19:24:33.911522,True
0600000753,MATMAS,OUTBOUND,EDI_GATEWAY,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-05-03 20:03:33.911522,False
0600000204,WMMBXY,INBOUND,LEGACY_MAINFRAME,20,Error passing data to port,Communication channel (RFC destination / file port) unreachable or misconfigured,Test RFC destination in SM59; verify port definition in WE21; check target system availability,2026-05-04 08:42:33.911522,True
0600000027,MATMAS,INBOUND,WMS_MANHATTAN,Duplicate,Duplicate IDoc detected for same business document,"Sender retried after a timeout without receiving acknowledgment, or interface lacks idempotency key",Implement duplicate-check logic on the natural key (PO/order number) before posting; enable IDoc duplicate check in partner profile,2026-05-05 00:48:33.911522,True
0600000686,ORDERS,OUTBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-05 16:45:33.911522,True
0600000073,MATMAS,INBOUND,3PL_PROVIDER,53,Application document posted,,,2026-05-06 05:56:33.911522,True
0600000044,DEBMAS,OUTBOUND,3PL_PROVIDER,51,Application document not posted,Data inconsistency in target application (e.g. missing customer/material master record),Check IDoc segment data in WE02/WE05; verify referenced master data exists; reprocess via BD87,2026-05-06 07:45:33.911522,True
0600000382,WMMBXY,INBOUND,WMS_MANHATTAN,68,Error - no further processing,A custom exit or user-status routine explicitly stopped processing,Debug the associated function module / process code in WE42; check custom Z-exits,2026-05-06 09:39:33.911522,True
0600000626,WMMBXY,INBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-05-06 15:34:33.911522,True
0600000423,WMMBXY,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-07 00:22:33.911522,True
0600000488,ORDRSP,OUTBOUND,B2B_VAN_SPS,53,Application document posted,,,2026-05-07 02:07:33.911522,True
0600000425,ORDRSP,INBOUND,LEGACY_MAINFRAME,20,Error passing data to port,Communication channel (RFC destination / file port) unreachable or misconfigured,Test RFC destination in SM59; verify port definition in WE21; check target system availability,2026-05-07 02:10:33.911522,False
0600000708,DESADV,INBOUND,LEGACY_MAINFRAME,68,Error - no further processing,A custom exit or user-status routine explicitly stopped processing,Debug the associated function module / process code in WE42; check custom Z-exits,2026-05-07 18:22:33.911522,False
0600000757,DESADV,OUTBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-05-07 22:11:33.911522,True
0600000161,DEBMAS,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-08 06:43:33.911522,True
0600000632,DESADV,OUTBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-05-08 11:14:33.911522,True
0600000252,MATMAS,OUTBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-08 11:15:33.911522,True
0600000651,DESADV,INBOUND,LEGACY_MAINFRAME,68,Error - no further processing,A custom exit or user-status routine explicitly stopped processing,Debug the associated function module / process code in WE42; check custom Z-exits,2026-05-08 14:04:33.911522,True
0600000028,ORDERS,INBOUND,3PL_PROVIDER,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-05-08 15:22:33.911522,True
0600000575,ORDRSP,INBOUND,BTP_INTEGRATION_SUITE,68,Error - no further processing,A custom exit or user-status routine explicitly stopped processing,Debug the associated function module / process code in WE42; check custom Z-exits,2026-05-08 17:08:33.911522,True
0600000359,DEBMAS,OUTBOUND,CRM_SFDC,20,Error passing data to port,Communication channel (RFC destination / file port) unreachable or misconfigured,Test RFC destination in SM59; verify port definition in WE21; check target system availability,2026-05-09 01:08:33.911522,True
0600000601,MATMAS,OUTBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-09 03:47:33.911522,True
0600000499,INVOIC,INBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-05-09 18:48:33.911522,True
0600000037,CREMAS,OUTBOUND,B2B_VAN_SPS,53,Application document posted,,,2026-05-10 00:29:33.911522,True
0600000081,CREMAS,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-10 01:59:33.911522,True
0600000155,CREMAS,INBOUND,B2B_VAN_SPS,53,Application document posted,,,2026-05-10 05:11:33.911522,True
0600000595,DEBMAS,OUTBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-05-10 05:16:33.911522,True
0600000350,MATMAS,INBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-05-10 15:20:33.911522,True
0600000213,INVOIC,INBOUND,EDI_GATEWAY,53,Application document posted,,,2026-05-10 23:51:33.911522,True
0600000005,CREMAS,INBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-05-11 03:33:33.911522,True
0600000030,ORDRSP,INBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-05-12 12:13:33.911522,True
0600000599,CREMAS,INBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-05-12 18:44:33.911522,True
0600000673,CREMAS,OUTBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-05-12 22:55:33.911522,True
0600000556,DESADV,OUTBOUND,CRM_SFDC,53,Application document posted,,,2026-05-13 11:51:33.911522,True
0600000785,ORDERS,INBOUND,CRM_SFDC,53,Application document posted,,,2026-05-13 12:32:33.911522,True
0600000510,ORDERS,OUTBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-05-13 22:17:33.911522,True
0600000136,DEBMAS,INBOUND,CRM_SFDC,53,Application document posted,,,2026-05-14 03:39:33.911522,True
0600000776,MATMAS,INBOUND,B2B_VAN_SPS,53,Application document posted,,,2026-05-14 03:47:33.911522,True
0600000675,WMMBXY,OUTBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-05-14 06:09:33.911522,True
0600000021,MATMAS,INBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-05-14 06:38:33.911522,True
0600000693,MATMAS,OUTBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-05-14 09:35:33.911522,True
0600000516,INVOIC,OUTBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-14 09:39:33.911522,True
0600000304,CREMAS,OUTBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-05-14 13:03:33.911522,True
0600000144,ORDRSP,INBOUND,3PL_PROVIDER,68,Error - no further processing,A custom exit or user-status routine explicitly stopped processing,Debug the associated function module / process code in WE42; check custom Z-exits,2026-05-14 20:18:33.911522,True
0600000580,DEBMAS,INBOUND,LEGACY_MAINFRAME,02,"Error passing data to port (outbound, dispatch)",tRFC queue stuck or destination system down at dispatch time,Check tRFC monitor (SM58); reprocess stuck LUWs; confirm target availability,2026-05-14 21:50:33.911522,False
0600000091,CREMAS,OUTBOUND,B2B_VAN_SPS,53,Application document posted,,,2026-05-15 01:12:33.911522,True
0600000609,DESADV,OUTBOUND,LEGACY_MAINFRAME,68,Error - no further processing,A custom exit or user-status routine explicitly stopped processing,Debug the associated function module / process code in WE42; check custom Z-exits,2026-05-15 01:33:33.911522,False
0600000411,ORDRSP,OUTBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-05-15 06:48:33.911522,True
0600000106,ORDRSP,OUTBOUND,EDI_GATEWAY,53,Application document posted,,,2026-05-16 01:54:33.911522,True
0600000172,WMMBXY,INBOUND,WMS_MANHATTAN,20,Error passing data to port,Communication channel (RFC destination / file port) unreachable or misconfigured,Test RFC destination in SM59; verify port definition in WE21; check target system availability,2026-05-16 06:36:33.911522,True
0600000024,ORDERS,INBOUND,WMS_MANHATTAN,51,Application document not posted,Data inconsistency in target application (e.g. missing customer/material master record),Check IDoc segment data in WE02/WE05; verify referenced master data exists; reprocess via BD87,2026-05-16 08:45:33.911522,True
0600000451,ORDRSP,INBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-05-16 11:29:33.911522,True
0600000023,CREMAS,OUTBOUND,CRM_SFDC,53,Application document posted,,,2026-05-16 15:17:33.911522,True
0600000341,ORDRSP,OUTBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-16 18:19:33.911522,True
0600000545,MATMAS,OUTBOUND,EDI_GATEWAY,51,Application document not posted,Data inconsistency in target application (e.g. missing customer/material master record),Check IDoc segment data in WE02/WE05; verify referenced master data exists; reprocess via BD87,2026-05-17 00:09:33.911522,True
0600000627,WMMBXY,OUTBOUND,CRM_SFDC,53,Application document posted,,,2026-05-17 04:59:33.911522,True
0600000435,DEBMAS,OUTBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-05-17 10:06:33.911522,True
0600000006,WMMBXY,OUTBOUND,B2B_VAN_SPS,53,Application document posted,,,2026-05-17 12:05:33.911522,True
0600000139,INVOIC,INBOUND,3PL_PROVIDER,53,Application document posted,,,2026-05-17 23:37:33.911522,True
0600000734,DEBMAS,OUTBOUND,WMS_MANHATTAN,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-05-18 00:19:33.911522,False
0600000290,INVOIC,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-18 05:37:33.911522,True
0600000272,WMMBXY,INBOUND,CRM_SFDC,53,Application document posted,,,2026-05-18 09:20:33.911522,True
0600000459,ORDRSP,OUTBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-05-18 12:51:33.911522,True
0600000606,MATMAS,INBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-05-18 20:13:33.911522,True
0600000469,WMMBXY,OUTBOUND,CRM_SFDC,53,Application document posted,,,2026-05-18 20:52:33.911522,True
0600000169,ORDRSP,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-19 00:44:33.911522,True
0600000617,MATMAS,OUTBOUND,3PL_PROVIDER,53,Application document posted,,,2026-05-19 07:57:33.911522,True
0600000422,DEBMAS,OUTBOUND,B2B_VAN_SPS,53,Application document posted,,,2026-05-19 17:50:33.911522,True
0600000274,INVOIC,INBOUND,ARIBA_NETWORK,56,IDoc with errors added,Syntax or structural error while adding the IDoc to the database,Review IDoc control record and segment structure against the message type definition; check partner profile (WE20),2026-05-19 20:41:33.911522,True
0600000309,ORDERS,OUTBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-19 21:49:33.911522,True
0600000212,DESADV,OUTBOUND,EDI_GATEWAY,53,Application document posted,,,2026-05-20 06:09:33.911522,True
0600000041,DESADV,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-20 13:59:33.911522,True
0600000159,CREMAS,OUTBOUND,ARIBA_NETWORK,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-05-20 18:24:33.911522,False
0600000689,DESADV,OUTBOUND,B2B_VAN_SPS,56,IDoc with errors added,Syntax or structural error while adding the IDoc to the database,Review IDoc control record and segment structure against the message type definition; check partner profile (WE20),2026-05-20 20:00:33.911522,False
0600000086,DESADV,INBOUND,3PL_PROVIDER,53,Application document posted,,,2026-05-21 01:10:33.911522,True
0600000164,ORDRSP,INBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-05-21 04:31:33.911522,True
0600000780,DEBMAS,INBOUND,B2B_VAN_SPS,53,Application document posted,,,2026-05-21 10:47:33.911522,True
0600000532,ORDERS,OUTBOUND,3PL_PROVIDER,53,Application document posted,,,2026-05-21 12:17:33.911522,True
0600000687,ORDERS,OUTBOUND,B2B_VAN_SPS,Duplicate,Duplicate IDoc detected for same business document,"Sender retried after a timeout without receiving acknowledgment, or interface lacks idempotency key",Implement duplicate-check logic on the natural key (PO/order number) before posting; enable IDoc duplicate check in partner profile,2026-05-21 19:24:33.911522,True
0600000407,CREMAS,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-21 20:21:33.911522,True
0600000179,CREMAS,INBOUND,CRM_SFDC,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-05-22 12:06:33.911522,False
0600000509,WMMBXY,INBOUND,BTP_INTEGRATION_SUITE,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-05-22 14:09:33.911522,True
0600000562,ORDERS,INBOUND,3PL_PROVIDER,53,Application document posted,,,2026-05-22 15:13:33.911522,True
0600000198,MATMAS,OUTBOUND,LEGACY_MAINFRAME,20,Error passing data to port,Communication channel (RFC destination / file port) unreachable or misconfigured,Test RFC destination in SM59; verify port definition in WE21; check target system availability,2026-05-22 15:39:33.911522,False
0600000709,DESADV,INBOUND,3PL_PROVIDER,53,Application document posted,,,2026-05-22 20:36:33.911522,True
0600000727,ORDRSP,INBOUND,WMS_MANHATTAN,51,Application document not posted,Data inconsistency in target application (e.g. missing customer/material master record),Check IDoc segment data in WE02/WE05; verify referenced master data exists; reprocess via BD87,2026-05-24 05:15:33.911522,True
0600000428,DESADV,OUTBOUND,CRM_SFDC,53,Application document posted,,,2026-05-24 05:45:33.911522,True
0600000667,MATMAS,OUTBOUND,CRM_SFDC,68,Error - no further processing,A custom exit or user-status routine explicitly stopped processing,Debug the associated function module / process code in WE42; check custom Z-exits,2026-05-24 06:39:33.911522,False
0600000456,DEBMAS,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-24 15:08:33.911522,True
0600000393,CREMAS,OUTBOUND,WMS_MANHATTAN,68,Error - no further processing,A custom exit or user-status routine explicitly stopped processing,Debug the associated function module / process code in WE42; check custom Z-exits,2026-05-24 23:18:33.911522,True
0600000401,DEBMAS,OUTBOUND,BTP_INTEGRATION_SUITE,Duplicate,Duplicate IDoc detected for same business document,"Sender retried after a timeout without receiving acknowledgment, or interface lacks idempotency key",Implement duplicate-check logic on the natural key (PO/order number) before posting; enable IDoc duplicate check in partner profile,2026-05-25 13:24:33.911522,False
0600000791,WMMBXY,INBOUND,BTP_INTEGRATION_SUITE,02,"Error passing data to port (outbound, dispatch)",tRFC queue stuck or destination system down at dispatch time,Check tRFC monitor (SM58); reprocess stuck LUWs; confirm target availability,2026-05-25 20:25:33.911522,True
0600000792,MATMAS,INBOUND,EDI_GATEWAY,68,Error - no further processing,A custom exit or user-status routine explicitly stopped processing,Debug the associated function module / process code in WE42; check custom Z-exits,2026-05-25 21:19:33.911522,True
0600000318,ORDRSP,INBOUND,3PL_PROVIDER,53,Application document posted,,,2026-05-25 23:48:33.911522,True
0600000454,ORDERS,INBOUND,CRM_SFDC,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-05-26 01:50:33.911522,False
0600000584,DEBMAS,OUTBOUND,3PL_PROVIDER,53,Application document posted,,,2026-05-26 04:42:33.911522,True
0600000467,ORDRSP,INBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-05-26 21:00:33.911522,True
0600000458,ORDERS,INBOUND,CRM_SFDC,53,Application document posted,,,2026-05-26 21:58:33.911522,True
0600000404,CREMAS,INBOUND,CRM_SFDC,26,Error during syntax check of IDoc (outbound),IDoc structure does not match the basic type definition (missing mandatory segment),Compare IDoc type (WE30) against generated data; check segment release/version,2026-05-27 00:28:33.911522,True
0600000051,CREMAS,OUTBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-05-27 03:42:33.911522,True
0600000789,ORDRSP,OUTBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-05-27 09:44:33.911522,True
0600000598,WMMBXY,INBOUND,WMS_MANHATTAN,02,"Error passing data to port (outbound, dispatch)",tRFC queue stuck or destination system down at dispatch time,Check tRFC monitor (SM58); reprocess stuck LUWs; confirm target availability,2026-05-27 12:56:33.911522,True
0600000299,ORDRSP,INBOUND,ARIBA_NETWORK,56,IDoc with errors added,Syntax or structural error while adding the IDoc to the database,Review IDoc control record and segment structure against the message type definition; check partner profile (WE20),2026-05-27 20:03:33.911522,True
0600000373,DESADV,OUTBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-05-27 22:56:33.911522,True
0600000052,ORDERS,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-05-28 06:19:33.911522,True
0600000741,INVOIC,INBOUND,EDI_GATEWAY,53,Application document posted,,,2026-05-28 11:29:33.911522,True
0600000395,CREMAS,OUTBOUND,3PL_PROVIDER,56,IDoc with errors added,Syntax or structural error while adding the IDoc to the database,Review IDoc control record and segment structure against the message type definition; check partner profile (WE20),2026-05-28 15:31:33.911522,True
0600000787,ORDRSP,OUTBOUND,B2B_VAN_SPS,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-05-28 20:18:33.911522,True
0600000201,DESADV,INBOUND,WMS_MANHATTAN,29,Error in ALE service,Distribution model (BD64) misconfigured or filter object excluding the record,Review distribution model and filter/segment filters; regenerate partner profiles,2026-05-28 21:12:33.911522,False
0600000398,INVOIC,INBOUND,CRM_SFDC,56,IDoc with errors added,Syntax or structural error while adding the IDoc to the database,Review IDoc control record and segment structure against the message type definition; check partner profile (WE20),2026-05-29 09:02:33.911522,True
0600000443,ORDERS,OUTBOUND,EDI_GATEWAY,53,Application document posted,,,2026-05-29 09:24:33.911522,True
0600000623,DESADV,INBOUND,EDI_GATEWAY,53,Application document posted,,,2026-05-29 11:47:33.911522,True
0600000716,ORDRSP,OUTBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-05-29 13:35:33.911522,True
0600000203,ORDERS,OUTBOUND,ARIBA_NETWORK,51,Application document not posted,Data inconsistency in target application (e.g. missing customer/material master record),Check IDoc segment data in WE02/WE05; verify referenced master data exists; reprocess via BD87,2026-05-29 21:49:33.911522,True
0600000094,DEBMAS,OUTBOUND,EDI_GATEWAY,53,Application document posted,,,2026-05-29 23:00:33.911522,True
0600000043,CREMAS,INBOUND,CRM_SFDC,53,Application document posted,,,2026-05-29 23:39:33.911522,True
0600000481,DEBMAS,OUTBOUND,CRM_SFDC,53,Application document posted,,,2026-05-30 08:35:33.911522,True
0600000325,WMMBXY,INBOUND,3PL_PROVIDER,53,Application document posted,,,2026-05-31 02:35:33.911522,True
0600000472,CREMAS,OUTBOUND,WMS_MANHATTAN,20,Error passing data to port,Communication channel (RFC destination / file port) unreachable or misconfigured,Test RFC destination in SM59; verify port definition in WE21; check target system availability,2026-05-31 05:04:33.911522,True
0600000222,ORDRSP,INBOUND,B2B_VAN_SPS,53,Application document posted,,,2026-05-31 12:29:33.911522,True
0600000452,CREMAS,OUTBOUND,EDI_GATEWAY,02,"Error passing data to port (outbound, dispatch)",tRFC queue stuck or destination system down at dispatch time,Check tRFC monitor (SM58); reprocess stuck LUWs; confirm target availability,2026-06-02 00:08:33.911522,False
0600000448,ORDERS,OUTBOUND,ARIBA_NETWORK,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-06-02 08:47:33.911522,True
0600000283,DESADV,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-06-02 13:34:33.911522,True
0600000505,ORDERS,INBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-06-02 17:02:33.911522,True
0600000137,MATMAS,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-06-02 19:44:33.911522,True
0600000464,ORDRSP,INBOUND,EDI_GATEWAY,53,Application document posted,,,2026-06-03 00:28:33.911522,True
